0.0,821.172,0.0,3.3000000000000003,
6.0,726.6128,12.0,2.92,
12.0,597.216,24.0,2.4000000000000004,
18.0,452.8888,36.0,1.82,
20.0,403.12080000000003,40.0,1.62,
24.0,268.7472,48.0,1.08,
27.5,89.5824,55.0,0.36,
30.0,0.0,60.0,0.0,
,,,,
,,,,
,,,,
,,,,
